text,emotion
Just alright.,Normal
I feel ordinary.,Normal
"This is absolutely reckless, I'm so furious right now. Just needed to share this.",Anger
I feel regular.,Normal
Happy.,Happy
I feel so alone.,Sad
"Looking back, I yelled because I couldn't contain my frustration anymore. Just needed to share this.",Anger
"Looking back, Today reminded me how much beauty there is in everyday moments. I needed to get that off my chest.",Happy
Things at the outcome have been going pretty smoothly lately. It is what it is.,Normal
I feel nothing special.,Normal
"Somehow, I feel like I'm drowning in sorrow and can't find the surface. I'll figure it out.",Sad
"I just realized I just sat in the dark, too sad to move or do anything. It's just too much.",Sad
"I have to say, The afternoon was quiet and I got some reading done.",Normal
"Thinking about it now, The injustice of this the deadline makes me want to scream. I don't know what to do.",Anger
"Right now, The afternoon was quiet and I got some reading done.",Normal
I am blue today.,Sad
No one told me but Losing my roommate has left a hole in my heart that won't heal. Just needed to share this.,Sad
I am not sad.,Normal
"Thinking about it now, How dare she treat me this way, I'm beyond angry.",Anger
Today reminded me how much beauty there is in everyday moments. I'll figure it out.,Happy
"I have to say, I keep reaching for my phone to call she and then remember.",Sad
I am done with this.,Anger
"I checked in with the doctor and everything seems to be in order. Life goes on, I suppose.",Normal
I cried myself to sleep again last night because of the deadline. It's just too much.,Sad
"I just realized The weather was pretty average today, not too hot or cold. I don't know what to do.",Normal
"Right now, The day was uneventful but productive enough overall. I'll figure it out.",Normal
I am not okay.,Sad
I am livid.,Anger
I woke up at my usual time and started the day normally.,Normal
No one told me but The way the doctor handled the outcome was completely unacceptable. I'll figure it out.,Anger
I am genuinely happy.,Happy
"Honestly, I feel hopeless and don't know how things will ever get better. Life goes on, I suppose.",Sad
"At this point, I can't believe my mother did that to me, it's completely outrageous!",Anger
"Right now, I yelled because I couldn't contain my frustration anymore. Just needed to share this.",Anger
"Somehow, I'm so happy I feel like I could burst, this is incredible! Just needed to share this.",Happy
"I always knew that I feel so alive and energized, everything feels right in the world. I don't know what to do.",Happy
"At this point, Everything reminds me of my teacher and the pain comes flooding back. It's just too much.",Sad
Delighted.,Happy
"Somehow, I talked briefly with my sister about the upcoming plans. I don't know what to do.",Normal
"I need to vent — I'm so mad I haven't been able to sleep thinking about the decision. Life goes on, I suppose.",Anger
I'm struggling today ngl.,Sad
"To be honest, How dare the manager treat me this way, I'm beyond angry.",Anger
I am intensely grieving.,Sad
"Honestly, I keep grinning to myself thinking about how well the results went. It is what it is.",Happy
Totally mad.,Anger
"Thinking about it now, Every time I think about what happened, I get even more angry. Life goes on, I suppose.",Anger
"I need to vent — That meeting was a complete waste of time, I'm so irritated. It is what it is.",Anger
"Right now, My patience has completely run out with this the interview. It is what it is.",Anger
my mentor called me this afternoon and we talked for a while. It's just too much.,Normal
"No one told me but I'm done tolerating this kind of behavior from my coworker. Life goes on, I suppose.",Anger
"No one told me but I feel so grateful and blessed to have my mentor in my life. Life goes on, I suppose.",Happy
I am not thrilled.,Normal
This is infuriating.,Anger
"At this point, my partner really crossed the line this time, I'm livid. I needed to get that off my chest.",Anger
I keep grinning to myself thinking about how well the game went. I'll figure it out.,Happy
"Looking back, There wasn't much happening today, just the usual routine. Life goes on, I suppose.",Normal
I made a list of things I need to get done this week.,Normal
"At this point, Everything is falling into place and I couldn't be more grateful. Life goes on, I suppose.",Happy
I am really heated.,Anger
"Honestly, My anger is completely justified given what my partner did. It's just too much.",Anger
I need to vent — I've been crying all day thinking about the trip. I'm still processing everything.,Sad
I feel no anger.,Normal
No one told me but I'm so angry I can barely think straight right now. It is what it is.,Anger
I am THRIVING.,Happy
"Stop it, I'm angry.",Anger
No one told me but she called me this afternoon and we talked for a while. I needed to get that off my chest.,Normal
"I need to vent — Getting school was a dream come true, I'm overjoyed. I'm still processing everything.",Happy
"Right now, Nothing out of the ordinary happened today, just regular tasks. I don't know what to do.",Normal
I am not feeling great.,Sad
I'm so mad I haven't been able to sleep thinking about the deadline. It's just too much.,Anger
I am extremely angry.,Anger
"To be honest, The commute was about the same as usual today. It is what it is.",Normal
I am fine.,Normal
I'm so angry I can barely think straight right now. I'm still processing everything.,Anger
I am not upset at all.,Happy
Decent.,Normal
"Right now, The joy I feel from the process is something I'll never forget. It is what it is.",Happy
"I just realized I just sat in the dark, too sad to move or do anything.",Sad
My patience has completely run out with this the presentation. Just needed to share this.,Anger
Very happy.,Happy
I feel normal.,Normal
The injustice of this the game makes me want to scream.,Anger
"I am not great, not bad.",Normal
"Looking back, The world feels grey and meaningless since the interview. Just needed to share this.",Sad
"Thinking about it now, my father left without saying goodbye and it broke me. And that's just how it is.",Sad
I always knew that I confronted the doctor about this because enough is enough.,Anger
I hugged my partner tight and felt so much love and warmth. I needed to get that off my chest.,Happy
"Looking back, This whole the deadline is a disaster and I'm absolutely fuming. I needed to get that off my chest.",Anger
I am steady today.,Normal
"Right now, I got the school I've been working towards and I'm ecstatic! I'll figure it out.",Happy
My heart aches deeply and I don't know how to stop the pain.,Sad
Things are fine.,Normal
"Honestly, I feel like I'm drowning in sorrow and can't find the surface. I'll figure it out.",Sad
"Somehow, I got the the interview I've been working towards and I'm ecstatic! It's just too much.",Happy
"I can't believe my roommate did that to me, it's completely outrageous!",Anger
I am not down.,Happy
"Honestly, my partner never listens and it drives me absolutely insane.",Anger
"Right now, I got the the competition I've been working towards and I'm ecstatic! I don't know what to do.",Happy
"To be honest, That meeting was a complete waste of time, I'm so irritated. It is what it is.",Anger
Life is beautiful.,Happy
The sheer nerve of my father to do that after everything I've done. I'll figure it out.,Anger
"Honestly, There wasn't much happening today, just the usual routine. I needed to get that off my chest.",Normal
"To be honest, my sister really crossed the line this time, I'm livid. It's just too much.",Anger
"Somehow, I finished my work for the day and had some dinner. I'm still processing everything.",Normal
I am not okay.,Anger
"At this point, I danced around the room when I heard the amazing news.",Happy
"Somehow, I want to bottle this feeling and keep it with me forever. It's just too much.",Happy
I am not emotional.,Normal
I can't smile right now.,Sad
I need to vent — I made a list of things I need to get done this week.,Normal
"Somehow, I made some coffee and started going through my emails. I'll figure it out.",Normal
"To be honest, I've been crying all day thinking about the event. Life goes on, I suppose.",Sad
"my teacher really crossed the line this time, I'm livid. Just needed to share this.",Anger
"Looking back, my teammate is no longer here and I miss them so much. I don't know what to do.",Sad
I am not happy.,Sad
I am deeply content.,Happy
"To be honest, Seeing my colleague's belongings just makes the sadness worse. Just needed to share this.",Sad
I feel like a part of me died when the office happened. It is what it is.,Sad
I am decent.,Normal
I am extremely sad.,Sad
I feel nothing special.,Normal
"At this point, Everything is falling into place and I couldn't be more grateful. Just needed to share this.",Happy
I am terrifyingly angry.,Anger
I hugged they tight and felt so much love and warmth. I needed to get that off my chest.,Happy
I need to vent — I feel hopeless and don't know how things will ever get better. I'll figure it out.,Sad
I just realized This the event has pushed me past my breaking point. I'll figure it out.,Anger
Why do I feel so empty?,Sad
"I have to say, Why does the manager always find a way to ruin everything? Just needed to share this.",Anger
"Somehow, I want to bottle this feeling and keep it with me forever. And that's just how it is.",Happy
I just realized The world feels grey and meaningless since the proposal. And that's just how it is.,Sad
"Looking back, I feel so empty and hollow inside after what happened. It is what it is.",Sad
Ecstatic.,Happy
"Thinking about it now, I replied to some messages and scheduled a few meetings. It's just too much.",Normal
I just realized I feel so grateful and blessed to have the doctor in my life.,Happy
"To be honest, my supervisor made me laugh so hard today, I love spending time together. And that's just how it is.",Happy
"Somehow, My heart aches deeply and I don't know how to stop the pain. Life goes on, I suppose.",Sad
I feel bliss.,Happy
"I grabbed lunch and worked through some pending items. Life goes on, I suppose.",Normal
I am lonely.,Sad
I am catastrophically sad.,Sad
I feel joyful.,Happy
I always knew that I made a list of things I need to get done this week. I'm still processing everything.,Normal
"Looking back, Waking up this morning I felt pure joy for the first time in ages. And that's just how it is.",Happy
i snapped at someone i shouldnt have,Anger
I am glowing.,Happy
Why am I so angry?,Anger
"I'm so happy I feel like I could burst, this is incredible! It is what it is.",Happy
I am feeling plain today.,Normal
I feel wonderful.,Happy
"Looking back, The world feels grey and meaningless since the exam.",Sad
I'm so done with this lol.,Anger
I am profoundly enraged.,Anger
"Somehow, I'm so happy I feel like I could burst, this is incredible! It is what it is.",Happy
"Right now, I keep grinning to myself thinking about how well school went. It's just too much.",Happy
I hugged my coworker tight and felt so much love and warmth. Just needed to share this.,Happy
"I feel so alive and energized, everything feels right in the world.",Happy
I'm not really happy.,Normal
"I need to vent — I'm so frustrated with the presentation, it makes my blood boil. Life goes on, I suppose.",Anger
"Honestly, I keep grinning to myself thinking about how well the outcome went.",Happy
I feel hopeless and don't know how things will ever get better.,Sad
"No one told me but I feel like a part of me died when the results happened. Life goes on, I suppose.",Sad
The injustice of this the exam makes me want to scream. I needed to get that off my chest.,Anger
I am ecstatic.,Happy
No one told me but I've been grieving this loss for weeks and it hasn't gotten easier. It's just too much.,Sad
I am deeply sad.,Sad
I laughed until my stomach hurt with my teacher today.,Happy
"Somehow, That was the most disgraceful thing he could have ever done. I needed to get that off my chest.",Anger
I am genuinely happy.,Happy
Every little thing today felt magical and full of possibility. I'm still processing everything.,Happy
I want to bottle this feeling and keep it with me forever.,Happy
"Somehow, I went to the store today to pick up a few things we needed.",Normal
"Somehow, I got the the deadline I've been working towards and I'm ecstatic! Just needed to share this.",Happy
"Thinking about it now, I replied to some messages and scheduled a few meetings.",Normal
"Looking back, Life feels so beautiful and full of possibilities right now. I'm still processing everything.",Happy
This makes me so mad.,Anger
"I have to say, My eyes are swollen from all the crying I've done this week. I'll figure it out.",Sad
I feel down.,Sad
"Thinking about it now, This the proposal has pushed me past my breaking point. And that's just how it is.",Anger
I just realized I reviewed some documents and provided my standard feedback. It is what it is.,Normal
No one told me but I made a list of things I need to get done this week. It is what it is.,Normal
The sheer nerve of my colleague to do that after everything I've done. And that's just how it is.,Anger
No one told me but I feel content and at peace with where my life is right now. It is what it is.,Happy
I want to bottle this feeling and keep it with me forever. I needed to get that off my chest.,Happy
I need to vent — Everything is falling into place and I couldn't be more grateful.,Happy
"Thinking about it now, Every single day it's the same irresponsible behavior from the doctor.",Anger
I feel down.,Sad
Super angry.,Anger
"I just realized Every time I think about what happened, I get even more angry. Life goes on, I suppose.",Anger
I am grateful and happy.,Happy
I am stable.,Normal
I'm lowkey devastated.,Sad
I am incredibly sad.,Sad
"Honestly, My heart aches deeply and I don't know how to stop the pain.",Sad
"Somehow, I woke up at my usual time and started the day normally. I'm still processing everything.",Normal
I am depressed.,Sad
I am genuinely okay.,Normal
I am overwhelmingly happy.,Happy
Completely livid.,Anger
I'm feeling so blue today.,Sad
"Thinking about it now, The weather was pretty average today, not too hot or cold.",Normal
"Looking back, The commute was about the same as usual today.",Normal
"I always knew that Waking up this morning I felt pure joy for the first time in ages. Life goes on, I suppose.",Happy
"Today reminded me how much beauty there is in everyday moments. Life goes on, I suppose.",Happy
I am extremely angry.,Anger
"To be honest, I feel like a part of me died when the meeting happened.",Sad
I always knew that I got the the project I've been working towards and I'm ecstatic! I'm still processing everything.,Happy
I always knew that my teacher surprised me today and I couldn't stop smiling all day. It is what it is.,Happy
"At this point, I got the the project I've been working towards and I'm ecstatic! I'm still processing everything.",Happy
I am pissed off.,Anger
"Honestly, I'm done tolerating this kind of behavior from my father. Life goes on, I suppose.",Anger
"To be honest, Every single day it's the same infuriating behavior from my friend.",Anger
I woke up at my usual time and started the day normally. I needed to get that off my chest.,Normal
"I have to say, The injustice of this the interview makes me want to scream. It's just too much.",Anger
I am overwhelmingly angry.,Anger
"I have to say, I threw the papers across the room when I heard the news. It is what it is.",Anger
Life feels so beautiful and full of possibilities right now. It is what it is.,Happy
Why can't I stop smiling?,Happy
I am doing just fine.,Normal
I checked in with my friend and everything seems to be in order. It's just too much.,Normal
I just realized I can't stand how the doctor always acts so irresponsible. I'm still processing everything.,Anger
"Honestly, I'm so angry I can barely think straight right now.",Anger
Why do I feel so empty?,Sad
"Looking back, I grabbed lunch and worked through some pending items. It is what it is.",Normal
"To be honest, my teammate mentioned they might drop by later this week. I needed to get that off my chest.",Normal
I am not fine.,Anger
"Thinking about it now, I wish I could turn back time and prevent the event from happening. It's just too much.",Sad
I feel utterly alone and abandoned by everyone around me. It is what it is.,Sad
I always knew that Thinking about the situation fills me with an indescribable sadness. It is what it is.,Sad
I am thoroughly fine.,Normal
"Looking back, I feel so grateful and blessed to have my neighbor in my life.",Happy
"No one told me but Nothing out of the ordinary happened today, just regular tasks. I needed to get that off my chest.",Normal
"Somehow, That meeting was a complete waste of time, I'm so irritated. Life goes on, I suppose.",Anger
"At this point, Some days the sadness is so heavy it's hard to breathe. I needed to get that off my chest.",Sad
I am on cloud nine.,Happy
"Looking back, I reviewed some documents and provided my standard feedback. I don't know what to do.",Normal
"Right now, I feel so grateful and blessed to have the manager in my life. I'm still processing everything.",Happy
"I have to say, Every time I think about what happened, I get even more angry. And that's just how it is.",Anger
Heartbroken.,Sad
I am tremendously happy.,Happy
I squealed out loud when I found out.,Happy
Someone used my belongings without asking and I am fuming.,Anger
"To be honest, I spent the afternoon organizing some files on my computer. I'll figure it out.",Normal
"At this point, Today was such a wonderful day, everything went perfectly. Life goes on, I suppose.",Happy
"Right now, my brother made me laugh so hard today, I love spending time together. And that's just how it is.",Happy
I need to vent — Some days the sadness is so heavy it's hard to breathe. And that's just how it is.,Sad
I'm content.,Happy
I am very happy.,Happy
I went to the store today to pick up a few things we needed. I'll figure it out.,Normal
I am not okay with this.,Anger
"To be honest, I've had enough of my sister disrespecting me every single day. Life goes on, I suppose.",Anger
I can't seem to find happiness no matter how hard I try.,Sad
Every single day it's the same infuriating behavior from my teammate. And that's just how it is.,Anger
"To be honest, my friend left without saying goodbye and it broke me. I don't know what to do.",Sad
I feel like giving up.,Sad
"Thinking about it now, I feel so lucky to experience this kind of happiness right now. I'll figure it out.",Happy
"At this point, I hugged my teacher tight and felt so much love and warmth. Just needed to share this.",Happy
I am not happy at all.,Anger
"Looking back, I'm done tolerating this kind of behavior from my sister.",Anger
"Somehow, This is absolutely unacceptable, I'm so furious right now.",Anger
I am not happy at all.,Anger
"I have to say, I feel utterly alone and abandoned by everyone around me. I'll figure it out.",Sad
I paced back and forth fuming.,Anger
I feel regular.,Normal
I'm delighted.,Happy
"Somehow, There wasn't much happening today, just the usual routine.",Normal
No one told me but I made a list of things I need to get done this week. It is what it is.,Normal
"I can't believe my teammate did that to me, it's completely maddening!",Anger
"To be honest, The joy I feel from the situation is something I'll never forget. Just needed to share this.",Happy
"Right now, I updated my schedule and moved a few tasks around. And that's just how it is.",Normal
"Somehow, I've had enough of my mother disrespecting me every single day. I'm still processing everything.",Anger
"Right now, Today reminded me how much beauty there is in everyday moments. I'm still processing everything.",Happy
I feel like crying.,Sad
"Every night when the house gets quiet, the weight of everything I've lost comes crashing down on me.",Sad
I'm blissful.,Happy
"To be honest, I feel content and at peace with where my life is right now. It is what it is.",Happy
"Honestly, We had a standard team meeting to go over the week's tasks.",Normal
I feel so-so.,Normal
I need to vent — Life feels so beautiful and full of possibilities right now.,Happy
"Looking back, The injustice of this the process makes me want to scream. I'll figure it out.",Anger
Every single day it's the same outrageous behavior from my supervisor. I'll figure it out.,Anger
The sheer nerve of he to do that after everything I've done.,Anger
My heart is full of joy after what happened with the results. I'll figure it out.,Happy
they told me they love me and I felt like I was floating.,Happy
"At this point, I am absolutely seething at what she just did. Just needed to share this.",Anger
It's giving very ordinary.,Normal
"Right now, I'm not overreacting, my boss genuinely behaved irresponsible. I don't know what to do.",Anger
I reviewed some documents and provided my standard feedback. I don't know what to do.,Normal
I am very sad.,Sad
"Right now, Everything is falling into place and I couldn't be more grateful. Just needed to share this.",Happy
I feel neither sad nor happy.,Normal
I can barely smile.,Sad
I feel heartbroken.,Sad
I am honestly alright.,Normal
I've been crying all day thinking about the outcome. Just needed to share this.,Sad
I am extremely happy.,Happy
I am incredibly sad.,Sad
I am crying.,Sad
I need to vent — I spent the afternoon organizing some files on my computer.,Normal
"I have to say, I made some coffee and started going through my emails.",Normal
I am profoundly sad.,Sad
"I can't believe the doctor did that to me, it's completely infuriating! I don't know what to do.",Anger
"I have to say, I slammed the door so hard when my teammate said that ridiculous thing. It's just too much.",Anger
I am mad right now.,Anger
I am thoroughly fine.,Normal
I feel no anger.,Normal
"At this point, There wasn't much happening today, just the usual routine. And that's just how it is.",Normal
"Right now, I feel so alive and energized, everything feels right in the world. I needed to get that off my chest.",Happy
I always knew that Today marks the happiest day of my life because of the event. I'm still processing everything.,Happy
"I have to say, That was the most horrible thing the manager could have ever done. I don't know what to do.",Anger
"Thinking about it now, The loneliness after the project is something I wasn't prepared for.",Sad
"To be honest, I went for a walk in the evening to clear my head a bit. I'll figure it out.",Normal
"At this point, I stared at old photos of he and just wept. I don't know what to do.",Sad
"Somehow, Waking up this morning I felt pure joy for the first time in ages. I don't know what to do.",Happy
The grief I feel from the interview is overwhelming me. It is what it is.,Sad
my father mentioned they might drop by later this week. I needed to get that off my chest.,Normal
I am not excited.,Normal
"Honestly, I keep reaching for my phone to call my teacher and then remember.",Sad
I am genuinely okay.,Normal
"Right now, the doctor really crossed the line this time, I'm livid. I'm still processing everything.",Anger
"Honestly, Today marks the happiest day of my life because of the event. I'll figure it out.",Happy
"At this point, my partner left without saying goodbye and it broke me. I'll figure it out.",Sad
"Right now, Every single day it's the same selfish behavior from they. I'll figure it out.",Anger
I feel like crying.,Sad
"Right now, I yelled because I couldn't contain my frustration anymore. And that's just how it is.",Anger
I am really heated.,Anger
"I have to say, My patience has completely run out with this the game. Just needed to share this.",Anger
I am very cheerful.,Happy
The smile on my face hasn't faded since school happened. It's just too much.,Happy
We had a standard team meeting to go over the week's tasks. I don't know what to do.,Normal
I am tremendously happy.,Happy
"Looking back, I stared at old photos of my teacher and just wept. It's just too much.",Sad
"Somehow, I went for a walk in the evening to clear my head a bit. I needed to get that off my chest.",Normal
"Thinking about it now, I feel so empty and hollow inside after what happened. Life goes on, I suppose.",Sad
I am extremely angry.,Anger
"Thinking about it now, Every single day it's the same outrageous behavior from my mother.",Anger
I feel nothing special.,Normal
I always knew that Losing the doctor has left a hole in my heart that won't heal. Just needed to share this.,Sad
I need to vent — I can't forgive my mother for what they did to the proposal. I needed to get that off my chest.,Anger
My heart aches deeply and I don't know how to stop the pain. It's just too much.,Sad
I am not thrilled.,Normal
Everything is falling into place and I couldn't be more grateful.,Happy
"Right now, Things at the exam have been going pretty smoothly lately. It is what it is.",Normal
"Right now, I shared the good news with my mother and we celebrated together. And that's just how it is.",Happy
Furious.,Anger
Boiling.,Anger
I miss them.,Sad
"Right now, That meeting was a complete waste of time, I'm so irritated. It's just too much.",Anger
I am boiling mad.,Anger
I just realized The project at the exam is moving along at a steady pace. I don't know what to do.,Normal
"Right now, I want to bottle this feeling and keep it with me forever. I needed to get that off my chest.",Happy
"That meeting was a complete waste of time, I'm so irritated. I'm still processing everything.",Anger
I am not upset.,Normal
I am really irritated.,Anger
"I've been grieving this loss for weeks and it hasn't gotten easier. Life goes on, I suppose.",Sad
I am not at all happy.,Sad
I am upset and angry.,Anger
I am not crying.,Normal
"No one told me but Getting the competition was a dream come true, I'm overjoyed. I'm still processing everything.",Happy
"Honestly, I wish I could turn back time and prevent the deadline from happening. I needed to get that off my chest.",Sad
No one told me but My heart is full of joy after what happened with the presentation. It's just too much.,Happy
The way my mother handled the deadline was completely unacceptable.,Anger
I am not bad.,Normal
I was trembling with anger by the end.,Anger
No one told me but Why does my father always find a way to ruin everything? Just needed to share this.,Anger
I have never been this angry.,Anger
I've been crying all day thinking about the exam.,Sad
"Somehow, There wasn't much happening today, just the usual routine. Just needed to share this.",Normal
"At this point, Today was such a wonderful day, everything went perfectly. Just needed to share this.",Happy
I am not upset.,Normal
I feel happy.,Happy
I'm furious!,Anger
I always knew that I keep reaching for my phone to call my brother and then remember. It's just too much.,Sad
"I've had enough of my friend disrespecting me every single day. Life goes on, I suppose.",Anger
This is infuriating.,Anger
my father called me this afternoon and we talked for a while. And that's just how it is.,Normal
"Right now, The way they handled the situation was completely unacceptable. And that's just how it is.",Anger
I read a book for a bit before going to bed last night. Just needed to share this.,Normal
"Thinking about it now, I keep grinning to myself thinking about how well the decision went. It is what it is.",Happy
I am miserable.,Sad
I need to vent — I'm beaming with pride over what I accomplished with the results.,Happy
"I have to say, my partner mentioned they might drop by later this week.",Normal
I am not okay.,Anger
I always knew that This whole the process is a disaster and I'm absolutely fuming. Just needed to share this.,Anger
Just ticking along as usual.,Normal
"I have to say, Everything reminds me of my sister and the pain comes flooding back. I'll figure it out.",Sad
I am not okay.,Sad
I'm enraged.,Anger
I am full of joy.,Happy
I feel light.,Happy
I am overwhelmingly angry.,Anger
I feel normal.,Normal
"Looking back, I can't forgive my partner for what they did to the game. And that's just how it is.",Anger
I just realized I don't feel like eating or talking to anyone right now. I don't know what to do.,Sad
I am extremely sad.,Sad
"At this point, I feel so empty and hollow inside after what happened. I'll figure it out.",Sad
I updated my to-do list for tomorrow.,Normal
"Somehow, The day ended without any major issues or surprises. I'm still processing everything.",Normal
I feel so empty and hollow inside after what happened. I'll figure it out.,Sad
I need to vent — I reviewed some documents and provided my standard feedback.,Normal
"To be honest, I just sat in the dark, too sad to move or do anything. I don't know what to do.",Sad
I have no strong feelings today.,Normal
I feel like I'm drowning in sorrow and can't find the surface. It is what it is.,Sad
I am so glad.,Happy
"To be honest, my colleague mentioned they might drop by later this week.",Normal
"No one told me but Nothing out of the ordinary happened today, just regular tasks. It is what it is.",Normal
My heart aches deeply and I don't know how to stop the pain. Just needed to share this.,Sad
I am not feeling too much.,Normal
"I have to say, The day ended without any major issues or surprises. I needed to get that off my chest.",Normal
I am mourning.,Sad
Every single day it's the same outrageous behavior from my supervisor.,Anger
"Looking back, My patience has completely run out with this the trip. I needed to get that off my chest.",Anger
"Looking back, Things at the trip have been going pretty smoothly lately.",Normal
I can't stand this.,Anger
"At this point, I am absolutely seething at what she just did. I'm still processing everything.",Anger
my sister called me this afternoon and we talked for a while. I don't know what to do.,Normal
I am crying.,Sad
"At this point, I've been grieving this loss for weeks and it hasn't gotten easier. Just needed to share this.",Sad
"I'm okay — no drama, no excitement.",Normal
"The weather was pretty average today, not too hot or cold. It's just too much.",Normal
I am not fine.,Anger
No one told me but I cried myself to sleep again last night because of the conference. It is what it is.,Sad
I just realized I feel like I'm drowning in sorrow and can't find the surface.,Sad
I am honestly alright.,Normal
"Looking back, I went to the store today to pick up a few things we needed. I don't know what to do.",Normal
I am intensely angry.,Anger
I am very happy.,Happy
"Honestly, I threw the papers across the room when I heard the news.",Anger
"I have to say, I read a book for a bit before going to bed last night.",Normal
I am just fine.,Normal
"No one told me but How dare my mentor treat me this way, I'm beyond angry. It is what it is.",Anger
"At this point, I'm so happy I feel like I could burst, this is incredible! I'm still processing everything.",Happy
I am doing okay.,Normal
"Honestly, I've been crying all day thinking about the competition. I'll figure it out.",Sad
"To be honest, I threw the papers across the room when I heard the news.",Anger
This is making me angry.,Anger
Today marks the happiest day of my life because of the event. I'm still processing everything.,Happy
"Getting the proposal was a dream come true, I'm overjoyed. I don't know what to do.",Happy
I am very angry.,Anger
I grabbed lunch and worked through some pending items. And that's just how it is.,Normal
I feel numb.,Sad
I need to vent — I wish I could turn back time and prevent the trip from happening.,Sad
Everything is falling into place and I couldn't be more grateful. I needed to get that off my chest.,Happy
I am beaming.,Happy
"I just realized The weather was pretty average today, not too hot or cold. I'll figure it out.",Normal
"I always knew that Life feels so beautiful and full of possibilities right now. Life goes on, I suppose.",Happy
I'm genuinely mad about this.,Anger
I've been grieving this loss for weeks and it hasn't gotten easier. I'll figure it out.,Sad
"I'm just here, that's about it.",Normal
I am genuinely okay.,Normal
"To be honest, I feel like a part of me died when the project happened.",Sad
"Honestly, I shared the good news with my teacher and we celebrated together.",Happy
I checked in with my team and everything is on track.,Normal
I'm mad.,Anger
"I have to say, I can't stand how the manager always acts so outrageous. Life goes on, I suppose.",Anger
"Thinking about it now, I keep grinning to myself thinking about how well the results went. Life goes on, I suppose.",Happy
"Right now, I went for a walk in the evening to clear my head a bit.",Normal
I am thoroughly fine.,Normal
Livid.,Anger
"To be honest, The world feels grey and meaningless since the results.",Sad
"I am angry, not sad.",Anger
I reviewed some documents and provided my standard feedback. I'm still processing everything.,Normal
I am overwhelmingly sad.,Sad
I feel alive.,Happy
No one told me but I can't stop the tears whenever I think about the proposal. It is what it is.,Sad
"I am angry, not sad.",Anger
"Looking back, I hugged my sister tight and felt so much love and warmth. I don't know what to do.",Happy
"At this point, I miss the way things used to be before all of this happened. I needed to get that off my chest.",Sad
"I have to say, I made some coffee and started going through my emails. Just needed to share this.",Normal
I just realized I checked in with my friend and everything seems to be in order. And that's just how it is.,Normal
"I need to vent — I feel like I'm drowning in sorrow and can't find the surface. Life goes on, I suppose.",Sad
"Honestly, I feel so empty and hollow inside after what happened. I'm still processing everything.",Sad
No one told me but My anger is completely justified given what my father did. And that's just how it is.,Anger
I need to vent — I miss the way things used to be before all of this happened. I'm still processing everything.,Sad
"I have to say, The loneliness after the conference is something I wasn't prepared for. It's just too much.",Sad
I feel so sad today.,Sad
I am honestly alright.,Normal
My eyes are swollen from all the crying I've done this week.,Sad
I need to vent — Some days the sadness is so heavy it's hard to breathe. It is what it is.,Sad
"my sister told me they love me and I felt like I was floating. Life goes on, I suppose.",Happy
I am extremely happy.,Happy
I am pissed off.,Anger
"Somehow, We had a standard team meeting to go over the week's tasks. I'll figure it out.",Normal
I'm in such a good mood today.,Happy
Lowkey just existing rn.,Normal
I need to vent — The day ended without any major issues or surprises.,Normal
"Looking back, I made some coffee and started going through my emails. It is what it is.",Normal
I'm cheerful.,Happy
I don't feel great.,Sad
I am brilliantly happy.,Happy
"At this point, I updated my schedule and moved a few tasks around. It is what it is.",Normal
No one told me but This the office has pushed me past my breaking point. It is what it is.,Anger
"Looking back, Today was such a wonderful day, everything went perfectly. Just needed to share this.",Happy
"I have to say, my sister left without saying goodbye and it broke me. I'm still processing everything.",Sad
The way my mentor handled the process was completely unacceptable. I don't know what to do.,Anger
"Looking back, Today was such a wonderful day, everything went perfectly. Life goes on, I suppose.",Happy
I am extremely upset.,Anger
I always knew that I've had enough of my roommate disrespecting me every single day. And that's just how it is.,Anger
"Somehow, I spent the afternoon organizing some files on my computer. And that's just how it is.",Normal
I just realized I cried myself to sleep again last night because of the trip.,Sad
I'm beaming rn.,Happy
"Thinking about it now, Every single day it's the same selfish behavior from my coworker.",Anger
I need to vent — I feel so lucky to experience this kind of happiness right now. It is what it is.,Happy
"Somehow, I reviewed some documents and provided my standard feedback. I needed to get that off my chest.",Normal
"Honestly, I woke up at my usual time and started the day normally. Life goes on, I suppose.",Normal
"Looking back, I'm done tolerating this kind of behavior from she.",Anger
"Looking back, I made a list of things I need to get done this week.",Normal
Why does this make me so mad?,Anger
I feel numb.,Sad
"Right now, Seeing my mother's belongings just makes the sadness worse.",Sad
Why am I always so frustrated?,Anger
"At this point, I feel utterly alone and abandoned by everyone around me. It's just too much.",Sad
I reviewed some documents and provided my standard feedback.,Normal
I always knew that I reminded my teammate about the appointment scheduled for Friday. It is what it is.,Normal
I am completely okay.,Normal
"Honestly, I've been grieving this loss for weeks and it hasn't gotten easier. It is what it is.",Sad
I just realized I'm done tolerating this kind of behavior from my brother.,Anger
"I have to say, I'm so frustrated with the situation, it makes my blood boil.",Anger
I just realized I can't stand how my brother always acts so thoughtless. It is what it is.,Anger
I am steady today.,Normal
"Honestly, my teammate made me laugh so hard today, I love spending time together. Just needed to share this.",Happy
"Honestly, I just sat in the dark, too sad to move or do anything. It is what it is.",Sad
"Somehow, The day ended without any major issues or surprises. I needed to get that off my chest.",Normal
I need to vent — I replied to some messages and scheduled a few meetings. It is what it is.,Normal
I am not lonely.,Normal
"Looking back, I can't stand how my supervisor always acts so irresponsible. I'll figure it out.",Anger
I am crushed.,Sad
