text,emotion
"Looking back, This is absolutely disgraceful, I'm so furious right now.",Anger
"No one told me but How dare my teacher treat me this way, I'm beyond angry. I don't know what to do.",Anger
"I have to say, I yelled because I couldn't contain my frustration anymore. I don't know what to do.",Anger
I am in a good mood.,Happy
"I have to say, I threw the papers across the room when I heard the news. I'll figure it out.",Anger
I always knew that Nothing feels the same since the situation occurred.,Sad
"To be honest, The sheer nerve of my teacher to do that after everything I've done. I'll figure it out.",Anger
"To be honest, my boss surprised me today and I couldn't stop smiling all day.",Happy
"To be honest, How dare the manager treat me this way, I'm beyond angry.",Anger
"Right now, my partner sent a routine update and I acknowledged it. I'll figure it out.",Normal
I'm losing my temper.,Anger
"Thinking about it now, The way my roommate handled the game was completely unacceptable. Just needed to share this.",Anger
I am not devastated.,Normal
I am furious.,Anger
"Stop it, I'm angry.",Anger
"At this point, my teacher mentioned they might drop by later this week. Just needed to share this.",Normal
I always knew that I made a list of things I need to get done this week.,Normal
Why can't I stop smiling?,Happy
"To be honest, I stared at old photos of my boss and just wept. And that's just how it is.",Sad
I am glowing.,Happy
"I have to say, Thinking about the project fills me with an indescribable sadness. I don't know what to do.",Sad
"At this point, I'm beaming with pride over what I accomplished with the game. And that's just how it is.",Happy
"Thinking about it now, I'm not overreacting, my friend genuinely behaved maddening. Life goes on, I suppose.",Anger
"I have to say, Every time I think about what happened, I get even more angry. And that's just how it is.",Anger
I am fine.,Normal
I feel terrible.,Sad
I am just fine.,Normal
I just realized Waking up this morning I felt pure joy for the first time in ages. It is what it is.,Happy
"Somehow, The way my boss handled the process was completely unacceptable.",Anger
I always knew that Nothing feels the same since the situation occurred. Just needed to share this.,Sad
"Looking back, my mother sent a routine update and I acknowledged it. I'll figure it out.",Normal
I feel so alone.,Sad
I always knew that My anger is completely justified given what my boss did. I'm still processing everything.,Anger
I am joyful.,Happy
"Honestly, The silence in the house since the meeting is unbearable. Just needed to share this.",Sad
"Right now, The day was uneventful but productive enough overall. I'll figure it out.",Normal
"Somehow, Nothing feels the same since the deadline occurred. It is what it is.",Sad
"Right now, I keep grinning to myself thinking about how well school went. It's just too much.",Happy
I am gloomy.,Sad
"To be honest, I threw the papers across the room when I heard the news.",Anger
I need to vent — Every single day it's the same selfish behavior from he.,Anger
I am completely okay.,Normal
"At this point, I'm so happy I feel like I could burst, this is incredible! I'm still processing everything.",Happy
"At this point, Life feels so beautiful and full of possibilities right now. Life goes on, I suppose.",Happy
"I need to vent — How dare my brother treat me this way, I'm beyond angry. It's just too much.",Anger
"How dare my sister treat me this way, I'm beyond angry. I'll figure it out.",Anger
I just realized We had a standard team meeting to go over the week's tasks.,Normal
I hugged my roommate tight and felt so much love and warmth. It's just too much.,Happy
I just realized I feel like I'm drowning in sorrow and can't find the surface.,Sad
"I have to say, I'm so angry I can barely think straight right now.",Anger
"To be honest, my coworker never listens and it drives me absolutely insane. And that's just how it is.",Anger
"Somehow, I shared the good news with she and we celebrated together. Just needed to share this.",Happy
I always knew that The silence in the house since the office is unbearable. I'll figure it out.,Sad
No one told me but Everything is falling into place and I couldn't be more grateful. It's just too much.,Happy
I am deeply content.,Happy
"Honestly, The project at school is moving along at a steady pace. Just needed to share this.",Normal
I am just fine.,Normal
I feel pure rage right now.,Anger
I don't feel great.,Sad
I am uncontrollably angry.,Anger
"Thinking about it now, she was my whole world and now I don't know who I am.",Sad
"Thinking about it now, I replied to some messages and scheduled a few meetings. I don't know what to do.",Normal
"Somehow, Things at the presentation have been going pretty smoothly lately. I'll figure it out.",Normal
"At this point, the doctor was my whole world and now I don't know who I am. I'm still processing everything.",Sad
I've been crying all day thinking about the results. Just needed to share this.,Sad
"At this point, I feel so empty and hollow inside after what happened. It's just too much.",Sad
"Looking back, Waking up this morning I felt pure joy for the first time in ages. And that's just how it is.",Happy
"I have to say, my teammate sent a routine update and I acknowledged it. It is what it is.",Normal
"I have to say, my boss is no longer here and I miss them so much. It is what it is.",Sad
Why am I so indifferent?,Normal
"I just realized they called me this afternoon and we talked for a while. Life goes on, I suppose.",Normal
"I have to say, I woke up at my usual time and started the day normally.",Normal
"my friend made me laugh so hard today, I love spending time together. It is what it is.",Happy
I am thoroughly fine.,Normal
"At this point, The commute was about the same as usual today.",Normal
I am deeply heartbroken.,Sad
"Looking back, The world feels grey and meaningless since the interview. Life goes on, I suppose.",Sad
"I have to say, I can't stand how my mother always acts so unacceptable. It is what it is.",Anger
I am not happy today.,Sad
I am so unhappy.,Sad
I am upset and angry.,Anger
"Looking back, I'm beaming with pride over what I accomplished with the deadline. And that's just how it is.",Happy
I just realized Every little thing today felt magical and full of possibility.,Happy
"Thinking about it now, I feel content and at peace with where my life is right now. I needed to get that off my chest.",Happy
I feel fine today.,Normal
"Honestly, Every single day it's the same irresponsible behavior from my brother.",Anger
I always knew that I want to bottle this feeling and keep it with me forever.,Happy
"Looking back, my teammate really crossed the line this time, I'm livid. It's just too much.",Anger
"Right now, my partner called me this afternoon and we talked for a while. I don't know what to do.",Normal
So angry right now.,Anger
I need to vent — I updated my schedule and moved a few tasks around.,Normal
"Looking back, I keep reaching for my phone to call my sister and then remember. I'm still processing everything.",Sad
I am managing okay.,Normal
"Looking back, I keep reaching for my phone to call they and then remember. I'll figure it out.",Sad
"Right now, my mentor called me this afternoon and we talked for a while. Just needed to share this.",Normal
I need to vent — I slammed the door so hard when the manager said that ridiculous thing.,Anger
"Thinking about it now, Every single day it's the same terrible behavior from my teacher. I needed to get that off my chest.",Anger
"No one told me but There wasn't much happening today, just the usual routine. Life goes on, I suppose.",Normal
"I have to say, My eyes are swollen from all the crying I've done this week. It is what it is.",Sad
I feel no sadness.,Normal
"Thinking about it now, I talked briefly with the manager about the upcoming plans. I'll figure it out.",Normal
This makes me so mad.,Anger
"Ugh, I'm so angry!",Anger
I grabbed lunch and worked through some pending items. I needed to get that off my chest.,Normal
"I have to say, I feel like I'm drowning in sorrow and can't find the surface. And that's just how it is.",Sad
"At this point, We had a standard team meeting to go over the week's tasks. And that's just how it is.",Normal
No one told me but Life feels so beautiful and full of possibilities right now. Just needed to share this.,Happy
I am in pain.,Sad
No one told me but That was the most selfish thing my mentor could have ever done.,Anger
"Honestly, I'm not overreacting, my colleague genuinely behaved terrible. Life goes on, I suppose.",Anger
I confronted my sister about this because enough is enough. I'll figure it out.,Anger
I need to vent — I cried myself to sleep again last night because of the exam. It's just too much.,Sad
"Looking back, I cried myself to sleep again last night because of school. Life goes on, I suppose.",Sad
"Right now, How dare my brother treat me this way, I'm beyond angry.",Anger
I am okay.,Normal
I just realized I grabbed lunch and worked through some pending items. I needed to get that off my chest.,Normal
I reviewed some documents and provided my standard feedback.,Normal
"I've been grieving this loss for weeks and it hasn't gotten easier. Life goes on, I suppose.",Sad
Everything reminds me of my mentor and the pain comes flooding back. Just needed to share this.,Sad
I confronted the manager about this because enough is enough. I'll figure it out.,Anger
I am done with this.,Anger
The injustice of this the competition makes me want to scream. I needed to get that off my chest.,Anger
"At this point, my supervisor really crossed the line this time, I'm livid. And that's just how it is.",Anger
"Looking back, I reminded my neighbor about the appointment scheduled for Friday. Life goes on, I suppose.",Normal
"I just realized the process turned out even better than I ever imagined it would. Life goes on, I suppose.",Happy
"I need to vent — I just sat in the dark, too sad to move or do anything.",Sad
"I need to vent — I just sat in the dark, too sad to move or do anything. Just needed to share this.",Sad
"Right now, I feel so grateful and blessed to have my partner in my life. Just needed to share this.",Happy
I am uncontrollably angry.,Anger
This is infuriating.,Anger
I yelled because I couldn't contain my frustration anymore.,Anger
I am perfectly stable.,Normal
"I have to say, My anger is completely justified given what my supervisor did. It's just too much.",Anger
I am doing my normal stuff.,Normal
I need to vent — I feel so lucky to experience this kind of happiness right now. It is what it is.,Happy
"Nothing out of the ordinary happened today, just regular tasks.",Normal
"Right now, my father mentioned they might drop by later this week.",Normal
I am depressed.,Sad
I always knew that I made a list of things I need to get done this week. And that's just how it is.,Normal
"Thinking about it now, I keep reaching for my phone to call my mother and then remember. I'm still processing everything.",Sad
"Somehow, Getting the presentation was a dream come true, I'm overjoyed. I'm still processing everything.",Happy
"To be honest, I shared the good news with my colleague and we celebrated together.",Happy
"I need to vent — my brother really crossed the line this time, I'm livid. It's just too much.",Anger
I just realized I reviewed some documents and provided my standard feedback. It is what it is.,Normal
"How dare she treat me this way, I'm beyond angry. And that's just how it is.",Anger
"Thinking about it now, Every time I think about what happened, I get even more angry. I'll figure it out.",Anger
"Every time I think about what happened, I get even more angry. Life goes on, I suppose.",Anger
I am going about my day.,Normal
Why am I always so frustrated?,Anger
I need to vent — my neighbor told me they love me and I felt like I was floating. I'm still processing everything.,Happy
I just realized I prepared a simple meal and watched some television. I'll figure it out.,Normal
"I have to say, We had a standard team meeting to go over the week's tasks. And that's just how it is.",Normal
"I need to vent — I'm so happy I feel like I could burst, this is incredible! Life goes on, I suppose.",Happy
"Honestly, I keep reaching for my phone to call my teacher and then remember.",Sad
"I'm absolutely thrilled about the results, it's the best news ever! I needed to get that off my chest.",Happy
No one told me but I grabbed lunch and worked through some pending items. I needed to get that off my chest.,Normal
No one told me but I don't feel like eating or talking to anyone right now. I'll figure it out.,Sad
I am just being.,Normal
I miss them.,Sad
I am not upset.,Normal
"Honestly, The project at the conference is moving along at a steady pace. I'm still processing everything.",Normal
I always knew that The sheer nerve of my colleague to do that after everything I've done. I'll figure it out.,Anger
I always knew that I feel hopeless and don't know how things will ever get better. It's just too much.,Sad
I just realized The commute was about the same as usual today. I'm still processing everything.,Normal
I just realized my colleague is no longer here and I miss them so much. It's just too much.,Sad
"Somehow, my mentor mentioned they might drop by later this week. Life goes on, I suppose.",Normal
I am boiling inside.,Anger
"To be honest, Life feels so beautiful and full of possibilities right now. It's just too much.",Happy
I always knew that Life feels so beautiful and full of possibilities right now.,Happy
"Somehow, I feel content and at peace with where my life is right now.",Happy
"At this point, I hugged my teacher tight and felt so much love and warmth. Just needed to share this.",Happy
"Somehow, The silence in the house since work is unbearable.",Sad
"Somehow, I've been grieving this loss for weeks and it hasn't gotten easier. And that's just how it is.",Sad
I've been crying all day thinking about the process. It's just too much.,Sad
"I always knew that my supervisor made me laugh so hard today, I love spending time together.",Happy
"Right now, How dare she treat me this way, I'm beyond angry. I don't know what to do.",Anger
I am not feeling well.,Sad
I reminded my boss about the appointment scheduled for Friday.,Normal
"Looking back, I feel hopeless and don't know how things will ever get better. I don't know what to do.",Sad
I am beaming.,Happy
I am not okay.,Sad
"At this point, The way my mentor handled the decision was completely unacceptable. It is what it is.",Anger
"Honestly, My heart aches deeply and I don't know how to stop the pain. I'll figure it out.",Sad
The silence in the house since the competition is unbearable. I'll figure it out.,Sad
"I have to say, The project at the presentation is moving along at a steady pace.",Normal
I need to vent — I stared at old photos of my colleague and just wept. I'm still processing everything.,Sad
I am utterly hopeless.,Sad
"I have to say, my friend mentioned they might drop by later this week. I needed to get that off my chest.",Normal
"Looking back, Some days the sadness is so heavy it's hard to breathe. Just needed to share this.",Sad
I need to vent — That was the most absurd thing my father could have ever done. I'm still processing everything.,Anger
"Thinking about it now, I'm so happy I feel like I could burst, this is incredible! Life goes on, I suppose.",Happy
My heart aches deeply and I don't know how to stop the pain. I'll figure it out.,Sad
"At this point, The day was uneventful but productive enough overall. I'll figure it out.",Normal
I feel so lucky to experience this kind of happiness right now. I'll figure it out.,Happy
"At this point, I feel hopeless and don't know how things will ever get better. I'll figure it out.",Sad
I always knew that I danced around the room when I heard the amazing news. It is what it is.,Happy
I feel pure happiness.,Happy
I can't stop the tears whenever I think about work.,Sad
I am okay.,Normal
I just realized The sheer nerve of my partner to do that after everything I've done. I'll figure it out.,Anger
I just realized The day ended without any major issues or surprises. Just needed to share this.,Normal
"Looking back, they mentioned they might drop by later this week. It's just too much.",Normal
"The way my partner handled the deadline was completely unacceptable. Life goes on, I suppose.",Anger
"Honestly, I woke up at my usual time and started the day normally.",Normal
"Somehow, This is absolutely infuriating, I'm so furious right now. I don't know what to do.",Anger
I've been grieving this loss for weeks and it hasn't gotten easier. It's just too much.,Sad
I always knew that I read a book for a bit before going to bed last night. I don't know what to do.,Normal
I am deeply content.,Happy
"Right now, my teacher made me laugh so hard today, I love spending time together. I needed to get that off my chest.",Happy
The sheer nerve of my father to do that after everything I've done. I'll figure it out.,Anger
I am bubbling with joy.,Happy
I feel regular.,Normal
"Looking back, I'm not overreacting, my supervisor genuinely behaved inconsiderate.",Anger
"Honestly, I want to bottle this feeling and keep it with me forever. I needed to get that off my chest.",Happy
"Thinking about it now, I reminded my boss about the appointment scheduled for Friday.",Normal
"Looking back, I made a list of things I need to get done this week. I don't know what to do.",Normal
I am steady today.,Normal
"I have to say, I'm beaming with pride over what I accomplished with the competition. It's just too much.",Happy
"Right now, I feel hopeless and don't know how things will ever get better.",Sad
I am extremely sad.,Sad
"No one told me but How dare the manager treat me this way, I'm beyond angry.",Anger
"I have to say, I can't stop the tears whenever I think about the proposal. I'll figure it out.",Sad
"I have to say, Life feels so beautiful and full of possibilities right now. I'm still processing everything.",Happy
I feel like crying.,Sad
"Somehow, I woke up at my usual time and started the day normally.",Normal
I always knew that The unexpected kindness from my mentor made my entire week.,Happy
my coworker sent a routine update and I acknowledged it. I'll figure it out.,Normal
"Right now, The joy I feel from the process is something I'll never forget.",Happy
"Looking back, How dare my boss treat me this way, I'm beyond angry. I'm still processing everything.",Anger
I laughed until my stomach hurt with my teacher today.,Happy
I can't forgive my friend for what they did to the outcome. I'll figure it out.,Anger
"I'm so frustrated with the game, it makes my blood boil. I don't know what to do.",Anger
I am not fine.,Anger
"Right now, I can't stand how my mother always acts so infuriating.",Anger
"Looking back, the doctor left without saying goodbye and it broke me. Just needed to share this.",Sad
"Honestly, I feel like a part of me died when the exam happened. It's just too much.",Sad
"I have to say, I went to the store today to pick up a few things we needed. And that's just how it is.",Normal
No one told me but The day ended without any major issues or surprises. It is what it is.,Normal
"Right now, my friend really crossed the line this time, I'm livid. It's just too much.",Anger
No one told me but The day was uneventful but productive enough overall. I'm still processing everything.,Normal
"Honestly, Things at the process have been going pretty smoothly lately. Life goes on, I suppose.",Normal
"Honestly, The project at the project is moving along at a steady pace. I don't know what to do.",Normal
I am fantastically happy.,Happy
No one told me but Everything is falling into place and I couldn't be more grateful.,Happy
I yelled because I couldn't contain my frustration anymore. I'll figure it out.,Anger
I am absolutely livid.,Anger
"At this point, I laughed until my stomach hurt with my teammate today. Just needed to share this.",Happy
"Honestly, Everything is falling into place and I couldn't be more grateful. I'm still processing everything.",Happy
"I just realized Getting the deadline was a dream come true, I'm overjoyed.",Happy
"No one told me but I just sat in the dark, too sad to move or do anything. Just needed to share this.",Sad
The commute was about the same as usual today. It is what it is.,Normal
"To be honest, The loneliness after the game is something I wasn't prepared for.",Sad
I always knew that The joy I feel from the process is something I'll never forget. I needed to get that off my chest.,Happy
My anger is through the roof.,Anger
"I have to say, The smile on my face hasn't faded since the trip happened. It's just too much.",Happy
That was the most unfair thing she could have ever done. Just needed to share this.,Anger
"Somehow, my teammate told me they love me and I felt like I was floating. Just needed to share this.",Happy
Every little thing today felt magical and full of possibility. I needed to get that off my chest.,Happy
No one told me but The afternoon was quiet and I got some reading done. It's just too much.,Normal
I am doing just fine.,Normal
Waking up this morning I felt pure joy for the first time in ages. It's just too much.,Happy
I shared the good news with my roommate and we celebrated together. Just needed to share this.,Happy
I just realized The day ended without any major issues or surprises. I'm still processing everything.,Normal
"I need to vent — I feel so alive and energized, everything feels right in the world.",Happy
"Somehow, I reviewed some documents and provided my standard feedback. I'm still processing everything.",Normal
I just realized she left without saying goodbye and it broke me.,Sad
"To be honest, Every time I think about what happened, I get even more angry. It is what it is.",Anger
The project at the office is moving along at a steady pace. Just needed to share this.,Normal
So angry right now.,Anger
"Somehow, my sister left without saying goodbye and it broke me.",Sad
Why does today feel so ordinary?,Normal
I am feeling plain today.,Normal
I feel utterly alone and abandoned by everyone around me.,Sad
I am managing okay.,Normal
"Somehow, There wasn't much happening today, just the usual routine.",Normal
I am filled with sadness.,Sad
I feel fine today.,Normal
I feel grateful.,Happy
"Honestly, Every little thing today felt magical and full of possibility. It is what it is.",Happy
I always knew that I reminded my teammate about the appointment scheduled for Friday. It is what it is.,Normal
"I always knew that my neighbor really crossed the line this time, I'm livid.",Anger
"To be honest, The weather was pretty average today, not too hot or cold.",Normal
"I have to say, The way they handled the outcome was completely unacceptable. I'll figure it out.",Anger
"Right now, The day ended without any major issues or surprises. I don't know what to do.",Normal
I just realized I've been crying all day thinking about the outcome. I'm still processing everything.,Sad
I am devastated.,Sad
No one told me but I've been grieving this loss for weeks and it hasn't gotten easier.,Sad
I am just okay.,Normal
My patience has completely run out with this the deadline. I'm still processing everything.,Anger
"At this point, I laughed until my stomach hurt with my sister today.",Happy
I feel like I'm drowning in sorrow and can't find the surface. I needed to get that off my chest.,Sad
"Looking back, Today reminded me how much beauty there is in everyday moments.",Happy
"Thinking about it now, This the proposal has pushed me past my breaking point. And that's just how it is.",Anger
I always knew that I prepared a simple meal and watched some television. I don't know what to do.,Normal
I am doing just fine.,Normal
"At this point, I reminded my mother about the appointment scheduled for Friday. I'm still processing everything.",Normal
"To be honest, I've had enough of my supervisor disrespecting me every single day. I needed to get that off my chest.",Anger
"I have to say, Getting the decision was a dream come true, I'm overjoyed. I'm still processing everything.",Happy
"Right now, I keep reaching for my phone to call my neighbor and then remember. It is what it is.",Sad
I always knew that Seeing my father's belongings just makes the sadness worse. I'm still processing everything.,Sad
No one told me but My eyes are swollen from all the crying I've done this week.,Sad
I just realized I made a list of things I need to get done this week. And that's just how it is.,Normal
I am stable.,Normal
I always knew that I've been crying all day thinking about the office. It's just too much.,Sad
No one told me but Seeing my supervisor's belongings just makes the sadness worse.,Sad
"To be honest, The smile on my face hasn't faded since the competition happened.",Happy
I feel so empty and hollow inside after what happened.,Sad
I am steady today.,Normal
"Honestly, I've been crying all day thinking about the game. And that's just how it is.",Sad
"I need to vent — The commute was about the same as usual today. Life goes on, I suppose.",Normal
I am beaming.,Happy
I just realized Things at the project have been going pretty smoothly lately.,Normal
"I have to say, This the outcome has pushed me past my breaking point. It's just too much.",Anger
I am grieving.,Sad
"To be honest, they mentioned they might drop by later this week. It is what it is.",Normal
I am extremely sad.,Sad
"Honestly, Nothing out of the ordinary happened today, just regular tasks.",Normal
I feel hopeless and don't know how things will ever get better. Just needed to share this.,Sad
I made some coffee and started going through my emails. I don't know what to do.,Normal
"Somehow, Waking up this morning I felt pure joy for the first time in ages.",Happy
I am deeply sad.,Sad
"Right now, The smile on my face hasn't faded since the event happened. I don't know what to do.",Happy
I just realized My anger is completely justified given what my supervisor did. It is what it is.,Anger
I am absolutely happy.,Happy
"I just realized I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
"To be honest, my roommate never listens and it drives me absolutely insane. It is what it is.",Anger
I am just being.,Normal
I feel numb.,Sad
"I have to say, I read a book for a bit before going to bed last night.",Normal
I wish I could turn back time and prevent work from happening. And that's just how it is.,Sad
I always knew that Some days the sadness is so heavy it's hard to breathe. I'll figure it out.,Sad
I read a book for a bit before going to bed last night.,Normal
I just realized I feel hopeless and don't know how things will ever get better. It's just too much.,Sad
This the conference has pushed me past my breaking point. It is what it is.,Anger
No one told me but I spent the afternoon organizing some files on my computer. I needed to get that off my chest.,Normal
I've been crying all day thinking about the outcome. Just needed to share this.,Sad
I'm not feeling angry.,Normal
I am not excited.,Normal
No one told me but This whole the outcome is a disaster and I'm absolutely fuming. It is what it is.,Anger
I woke up at my usual time and started the day normally. I needed to get that off my chest.,Normal
I am pissed off.,Anger
"At this point, I prepared a simple meal and watched some television. It's just too much.",Normal
"Looking back, I'm so happy I feel like I could burst, this is incredible! Life goes on, I suppose.",Happy
I feel deep sadness.,Sad
I need to vent — I feel utterly alone and abandoned by everyone around me. It is what it is.,Sad
I am deeply content.,Happy
"Somehow, Things at the office have been going pretty smoothly lately. It's just too much.",Normal
I need to vent — We had a standard team meeting to go over the week's tasks. It is what it is.,Normal
No one told me but My heart aches deeply and I don't know how to stop the pain. I don't know what to do.,Sad
I am completely balanced.,Normal
"Thinking about it now, The way my teacher handled the process was completely unacceptable. Just needed to share this.",Anger
I am ticked off.,Anger
"I have to say, I hugged my boss tight and felt so much love and warmth. And that's just how it is.",Happy
"Today reminded me how much beauty there is in everyday moments. Life goes on, I suppose.",Happy
No one told me but I feel content and at peace with where my life is right now. And that's just how it is.,Happy
"Somehow, I got the the deadline I've been working towards and I'm ecstatic! Just needed to share this.",Happy
I am not fine.,Anger
I need to vent — My heart is full of joy after what happened with the decision. It is what it is.,Happy
Why am I feeling so neutral?,Normal
I am heartbroken.,Sad
I am not okay.,Sad
she mentioned they might drop by later this week.,Normal
"At this point, There wasn't much happening today, just the usual routine. I'll figure it out.",Normal
"Somehow, I feel so lucky to experience this kind of happiness right now. I'll figure it out.",Happy
"Looking back, Waking up this morning I felt pure joy for the first time in ages. I don't know what to do.",Happy
"Looking back, I feel utterly alone and abandoned by everyone around me. It's just too much.",Sad
This makes me so mad.,Anger
I just realized I woke up at my usual time and started the day normally.,Normal
No one told me but I got the the deadline I've been working towards and I'm ecstatic! I don't know what to do.,Happy
"Honestly, I want to bottle this feeling and keep it with me forever. Life goes on, I suppose.",Happy
"This is absolutely disgraceful, I'm so furious right now. I'll figure it out.",Anger
"Somehow, I talked briefly with my boss about the upcoming plans. It is what it is.",Normal
I miss the way things used to be before all of this happened.,Sad
I am terrifyingly angry.,Anger
I've had enough of my partner disrespecting me every single day. I'll figure it out.,Anger
I need to vent — The joy I feel from the event is something I'll never forget. And that's just how it is.,Happy
I am consistently normal.,Normal
"I always knew that Waking up this morning I felt pure joy for the first time in ages. Life goes on, I suppose.",Happy
"To be honest, my father mentioned they might drop by later this week. I don't know what to do.",Normal
I just realized I feel content and at peace with where my life is right now.,Happy
"I'm so frustrated with the results, it makes my blood boil. I'll figure it out.",Anger
This is infuriating.,Anger
I am going about my day.,Normal
I feel like giving up.,Sad
"I have to say, Thinking about the outcome fills me with an indescribable sadness. I needed to get that off my chest.",Sad
No one told me but The smile on my face hasn't faded since the event happened. I'm still processing everything.,Happy
"Right now, I read a book for a bit before going to bed last night. I don't know what to do.",Normal
No one told me but I grabbed lunch and worked through some pending items. Just needed to share this.,Normal
"Somehow, I keep reaching for my phone to call my coworker and then remember.",Sad
"Right now, I yelled because I couldn't contain my frustration anymore.",Anger
"Right now, Every time I think about what happened, I get even more angry. I don't know what to do.",Anger
I checked in with my friend and everything seems to be in order. It is what it is.,Normal
"I have to say, Things at the interview have been going pretty smoothly lately. I needed to get that off my chest.",Normal
"At this point, I made a list of things I need to get done this week. Life goes on, I suppose.",Normal
I feel content and at peace with where my life is right now. I'm still processing everything.,Happy
"To be honest, I keep grinning to myself thinking about how well the outcome went. It is what it is.",Happy
I am good.,Normal
I need to vent — My patience has completely run out with this the deadline. Just needed to share this.,Anger
I feel awful.,Sad
"I just realized my mentor made me laugh so hard today, I love spending time together. I don't know what to do.",Happy
I am seething.,Anger
"Somehow, I finished my work for the day and had some dinner. And that's just how it is.",Normal
I always knew that I miss the way things used to be before all of this happened.,Sad
No one told me but I'm done tolerating this kind of behavior from my roommate.,Anger
I am just doing my thing.,Normal
"To be honest, I updated my schedule and moved a few tasks around. It's just too much.",Normal
I am consistently normal.,Normal
"At this point, I'm so angry I can barely think straight right now. It is what it is.",Anger
The afternoon was quiet and I got some reading done. I needed to get that off my chest.,Normal
"To be honest, I feel hopeless and don't know how things will ever get better. I don't know what to do.",Sad
"Honestly, I wish I could turn back time and prevent the deadline from happening. I needed to get that off my chest.",Sad
I reviewed some documents and provided my standard feedback.,Normal
No one told me but We had a standard team meeting to go over the week's tasks. I'm still processing everything.,Normal
I am boiling mad.,Anger
I've been crying all day thinking about the process.,Sad
I am not well.,Sad
"Right now, The smile on my face hasn't faded since the exam happened. Just needed to share this.",Happy
"Somehow, I laughed until my stomach hurt with my sister today.",Happy
I am not emotional.,Normal
I am not angry at all.,Normal
I am uncontrollably angry.,Anger
I am truly furious.,Anger
"Thinking about it now, I miss the way things used to be before all of this happened. And that's just how it is.",Sad
"I can't believe my teammate did that to me, it's completely maddening!",Anger
I need to vent — I feel hopeless and don't know how things will ever get better. I'll figure it out.,Sad
"At this point, I've been grieving this loss for weeks and it hasn't gotten easier. Just needed to share this.",Sad
I reminded my friend about the appointment scheduled for Friday.,Normal
"Honestly, My heart aches deeply and I don't know how to stop the pain. Just needed to share this.",Sad
"Thinking about it now, Losing the manager has left a hole in my heart that won't heal. It's just too much.",Sad
"At this point, I can't believe my supervisor did that to me, it's completely outrageous! It is what it is.",Anger
"No one told me but Today was such a wonderful day, everything went perfectly. I'll figure it out.",Happy
I always knew that I'm beaming with pride over what I accomplished with school. Just needed to share this.,Happy
I am just being.,Normal
I am crying.,Sad
"Right now, I'm so frustrated with the exam, it makes my blood boil. It's just too much.",Anger
"Thinking about it now, Nothing out of the ordinary happened today, just regular tasks.",Normal
"I have to say, I threw the papers across the room when I heard the news. Just needed to share this.",Anger
"Right now, Waking up this morning I felt pure joy for the first time in ages. I'm still processing everything.",Happy
The grief I feel from the presentation is overwhelming me. It's just too much.,Sad
"I have to say, The commute was about the same as usual today. I don't know what to do.",Normal
The sheer nerve of my father to do that after everything I've done. It's just too much.,Anger
I need to vent — I finished my work for the day and had some dinner. I'll figure it out.,Normal
I slammed the door so hard when my boss said that ridiculous thing. Just needed to share this.,Anger
"Looking back, I danced around the room when I heard the amazing news. It's just too much.",Happy
I feel joy right now.,Happy
I need to vent — I updated my schedule and moved a few tasks around. I needed to get that off my chest.,Normal
"Thinking about it now, the proposal turned out even better than I ever imagined it would. I'll figure it out.",Happy
"Today was such a wonderful day, everything went perfectly. I needed to get that off my chest.",Happy
I took the usual route to the meeting this morning.,Normal
"Somehow, The day was uneventful but productive enough overall. I needed to get that off my chest.",Normal
I am tremendously happy.,Happy
"Right now, I updated my schedule and moved a few tasks around. It is what it is.",Normal
I just realized I can't stop the tears whenever I think about the process. Just needed to share this.,Sad
"I have to say, I finished my work for the day and had some dinner. I don't know what to do.",Normal
I always knew that I feel so grateful and blessed to have my neighbor in my life. It's just too much.,Happy
I just realized I prepared a simple meal and watched some television. I'll figure it out.,Normal
"I just realized The silence in the house since the deadline is unbearable. Life goes on, I suppose.",Sad
My patience has completely run out with this the trip. I'm still processing everything.,Anger
I need to vent — I've been crying all day thinking about the trip. I'm still processing everything.,Sad
I am miserable.,Sad
"Honestly, I feel content and at peace with where my life is right now.",Happy
No one told me but I took the usual route to the results this morning. I don't know what to do.,Normal
"Somehow, I'm so angry I can barely think straight right now.",Anger
"At this point, Some days the sadness is so heavy it's hard to breathe. I needed to get that off my chest.",Sad
This is making me angry.,Anger
"To be honest, I don't feel like eating or talking to anyone right now. I needed to get that off my chest.",Sad
"The weather was pretty average today, not too hot or cold. I don't know what to do.",Normal
I am feeling very angry today.,Anger
I am not feeling great.,Sad
"Somehow, The day was uneventful but productive enough overall. And that's just how it is.",Normal
I can't forgive my colleague for what they did to the results. It's just too much.,Anger
"To be honest, Every little thing today felt magical and full of possibility.",Happy
"Somehow, The world feels grey and meaningless since the results. Life goes on, I suppose.",Sad
I am absolutely livid.,Anger
"Honestly, I'm so mad I haven't been able to sleep thinking about the meeting. Just needed to share this.",Anger
"I need to vent — The weather was pretty average today, not too hot or cold. I'm still processing everything.",Normal
No one told me but Things at the deadline have been going pretty smoothly lately. I'll figure it out.,Normal
"Thinking about it now, The afternoon was quiet and I got some reading done.",Normal
"To be honest, I can't forgive the doctor for what they did to the results. I'm still processing everything.",Anger
I always knew that I hugged my sister tight and felt so much love and warmth. Just needed to share this.,Happy
"I have to say, Getting the trip was a dream come true, I'm overjoyed. And that's just how it is.",Happy
