text,emotion
Why am I so grateful today?,Happy
I am so angry.,Anger
I feel light.,Happy
I am not excited.,Normal
I feel like I'm drowning in sorrow and can't find the surface.,Sad
"Looking back, This whole the meeting is a disaster and I'm absolutely fuming. I'm still processing everything.",Anger
"Right now, That was the most unfair thing my mother could have ever done. It is what it is.",Anger
"Honestly, I talked briefly with my supervisor about the upcoming plans. I needed to get that off my chest.",Normal
I need to vent — I spent the afternoon organizing some files on my computer.,Normal
I hugged my mother tight and felt so much love and warmth. It is what it is.,Happy
"Thinking about it now, Today marks the happiest day of my life because of the presentation. I don't know what to do.",Happy
I need to vent — I woke up at my usual time and started the day normally. Just needed to share this.,Normal
I am grieving.,Sad
"Thinking about it now, I prepared a simple meal and watched some television. I needed to get that off my chest.",Normal
Elated.,Happy
"To be honest, The sheer nerve of my teacher to do that after everything I've done. I'll figure it out.",Anger
"Thinking about it now, My heart is full of joy after what happened with the presentation. It is what it is.",Happy
"Looking back, I'm beaming with pride over what I accomplished with the deadline. And that's just how it is.",Happy
I need to vent — I confronted they about this because enough is enough. I'll figure it out.,Anger
"my friend never listens and it drives me absolutely insane. Life goes on, I suppose.",Anger
I am super happy.,Happy
I am not hopeless.,Normal
I made a list of things I need to get done this week.,Normal
"The smile on my face hasn't faded since the interview happened. Life goes on, I suppose.",Happy
I am okay.,Normal
Why does today feel so ordinary?,Normal
"At this point, This the outcome has pushed me past my breaking point.",Anger
"Somehow, Getting the exam was a dream come true, I'm overjoyed.",Happy
I miss them.,Sad
"At this point, The sheer nerve of the manager to do that after everything I've done. I'll figure it out.",Anger
"I have to say, There wasn't much happening today, just the usual routine.",Normal
"My heart aches deeply and I don't know how to stop the pain. Life goes on, I suppose.",Sad
"At this point, I'm so angry I can barely think straight right now. It is what it is.",Anger
I am furious.,Anger
"I have to say, I reviewed some documents and provided my standard feedback.",Normal
"Today was such a wonderful day, everything went perfectly. And that's just how it is.",Happy
I am entirely alright.,Normal
"I have to say, I can't stand how my boss always acts so unfair. I don't know what to do.",Anger
The afternoon was quiet and I got some reading done. I'm still processing everything.,Normal
"Right now, I read a book for a bit before going to bed last night. I don't know what to do.",Normal
"Thinking about it now, I'm absolutely thrilled about the situation, it's the best news ever!",Happy
"I have to say, I made a list of things I need to get done this week.",Normal
"To be honest, I'm beaming with pride over what I accomplished with the trip. I needed to get that off my chest.",Happy
Things at the results have been going pretty smoothly lately.,Normal
"Just vibing, nothing wild.",Normal
I need to vent — I'm done tolerating this kind of behavior from my brother. And that's just how it is.,Anger
I feel ordinary.,Normal
I can't stop crying.,Sad
I am good.,Normal
"I have to say, I read a book for a bit before going to bed last night. It is what it is.",Normal
Nothing feels good.,Sad
I am extremely happy.,Happy
"Somehow, I'm so angry I can barely think straight right now. It's just too much.",Anger
I need to vent — I slammed the door so hard when she said that ridiculous thing. It's just too much.,Anger
I am in pain.,Sad
I am super happy.,Happy
"Right now, I talked briefly with my supervisor about the upcoming plans. I don't know what to do.",Normal
I need to vent — I'm so mad I haven't been able to sleep thinking about the project. Just needed to share this.,Anger
I feel neither sad nor happy.,Normal
"Honestly, I want to bottle this feeling and keep it with me forever. I needed to get that off my chest.",Happy
"I have to say, I reviewed some documents and provided my standard feedback. It's just too much.",Normal
Why do they keep doing things that make me furious?,Anger
"I always knew that This the situation has pushed me past my breaking point. Life goes on, I suppose.",Anger
No one told me but I feel hopeless and don't know how things will ever get better. It is what it is.,Sad
"Looking back, I'm so frustrated with the presentation, it makes my blood boil.",Anger
"Right now, How dare my brother treat me this way, I'm beyond angry.",Anger
Life feels dark.,Sad
"At this point, Everything reminds me of my colleague and the pain comes flooding back. Just needed to share this.",Sad
I'm not feeling angry.,Normal
"Thinking about it now, The commute was about the same as usual today.",Normal
I am intensely angry.,Anger
"Somehow, My heart is full of joy after what happened with the situation. I don't know what to do.",Happy
I am blue today.,Sad
"Somehow, the doctor is no longer here and I miss them so much. It's just too much.",Sad
The afternoon was quiet and I got some reading done. I'll figure it out.,Normal
"Thinking about it now, Getting the office was a dream come true, I'm overjoyed. I'm still processing everything.",Happy
I need to vent — I went to the store today to pick up a few things we needed.,Normal
"Somehow, My patience has completely run out with this work.",Anger
I hate everything right now.,Anger
"The injustice of this the outcome makes me want to scream. Life goes on, I suppose.",Anger
I am incredibly sad.,Sad
I grabbed lunch and worked through some pending items. I needed to get that off my chest.,Normal
I need to vent — The joy I feel from the competition is something I'll never forget. I'll figure it out.,Happy
"Right now, my teammate left without saying goodbye and it broke me. Just needed to share this.",Sad
"my partner really crossed the line this time, I'm livid. I'm still processing everything.",Anger
No one told me but The sheer nerve of he to do that after everything I've done. Just needed to share this.,Anger
I am tremendously happy.,Happy
"To be honest, The joy I feel from work is something I'll never forget. Just needed to share this.",Happy
"Thinking about it now, I made a list of things I need to get done this week. It's just too much.",Normal
"Right now, Every little thing today felt magical and full of possibility. Just needed to share this.",Happy
"Looking back, the manager called me this afternoon and we talked for a while. Life goes on, I suppose.",Normal
"I always knew that my coworker made me laugh so hard today, I love spending time together. Life goes on, I suppose.",Happy
"Honestly, I feel like I'm drowning in sorrow and can't find the surface.",Sad
I want to bottle this feeling and keep it with me forever. Just needed to share this.,Happy
I feel hopeless.,Sad
I am not feeling great.,Sad
I finished my work for the day and had some dinner. I needed to get that off my chest.,Normal
"I always knew that I spent the afternoon organizing some files on my computer. Life goes on, I suppose.",Normal
"Right now, Waking up this morning I felt pure joy for the first time in ages. I'm still processing everything.",Happy
"Every time I think about what happened, I get even more angry. Just needed to share this.",Anger
I always knew that The world feels grey and meaningless since the situation. I needed to get that off my chest.,Sad
"Looking back, I am absolutely seething at what my friend just did. And that's just how it is.",Anger
I just realized I don't feel like eating or talking to anyone right now. I'll figure it out.,Sad
"Right now, my teacher surprised me today and I couldn't stop smiling all day. And that's just how it is.",Happy
I am seething.,Anger
The day ended without any major issues or surprises. I'll figure it out.,Normal
I am bubbling with joy.,Happy
The sun came out after a week of rain and I felt instant happiness.,Happy
"I have to say, The afternoon was quiet and I got some reading done.",Normal
"I have to say, The unexpected kindness from my partner made my entire week. It is what it is.",Happy
"At this point, he really crossed the line this time, I'm livid. And that's just how it is.",Anger
"To be honest, my father surprised me today and I couldn't stop smiling all day.",Happy
"I have to say, I made a list of things I need to get done this week. I don't know what to do.",Normal
I am absolutely fine.,Normal
I can't stop the tears whenever I think about the exam.,Sad
I just realized Every single day it's the same horrible behavior from the doctor. Just needed to share this.,Anger
"I have to say, Waking up this morning I felt pure joy for the first time in ages. Just needed to share this.",Happy
I am pissed off.,Anger
I am not happy.,Sad
I always knew that The project at the exam is moving along at a steady pace. I'm still processing everything.,Normal
I am loving life.,Happy
"Looking back, I'm so happy I feel like I could burst, this is incredible! Life goes on, I suppose.",Happy
"I have to say, the manager was my whole world and now I don't know who I am. It's just too much.",Sad
"Honestly, Nothing out of the ordinary happened today, just regular tasks. Just needed to share this.",Normal
I always knew that The joy I feel from the office is something I'll never forget. Just needed to share this.,Happy
"Somehow, my teammate made me laugh so hard today, I love spending time together. I don't know what to do.",Happy
I am sorrowful.,Sad
I feel completely normal.,Normal
everything is making me angry,Anger
"Somehow, That meeting was a complete waste of time, I'm so irritated. I'm still processing everything.",Anger
"Thinking about it now, I've had enough of my friend disrespecting me every single day. Life goes on, I suppose.",Anger
"Somehow, We had a standard team meeting to go over the week's tasks. I'll figure it out.",Normal
"Looking back, I feel so lucky to experience this kind of happiness right now. Just needed to share this.",Happy
"I feel like I've been treading water for months, just trying to survive each day without sinking completely.",Sad
I just realized I can't stop the tears whenever I think about the event. It's just too much.,Sad
"Honestly, the doctor called me this afternoon and we talked for a while. I needed to get that off my chest.",Normal
"At this point, my mother mentioned they might drop by later this week.",Normal
I feel so grateful and blessed to have my roommate in my life. And that's just how it is.,Happy
"At this point, My eyes are swollen from all the crying I've done this week. I'm still processing everything.",Sad
"At this point, I woke up at my usual time and started the day normally. It is what it is.",Normal
The loneliness after school is something I wasn't prepared for.,Sad
I am insanely mad.,Anger
"Thinking about it now, I'm done tolerating this kind of behavior from she. Just needed to share this.",Anger
Why am I so sad?,Sad
"Looking back, the manager made me laugh so hard today, I love spending time together. I'll figure it out.",Happy
I feel okay.,Normal
The day was uneventful but productive enough overall. And that's just how it is.,Normal
My anger is through the roof.,Anger
I feel awful.,Sad
I am not calm.,Anger
"Somehow, Thinking about the project fills me with an indescribable sadness. I'll figure it out.",Sad
"I have to say, I threw the papers across the room when I heard the news. Just needed to share this.",Anger
I wish I could turn back time and prevent the project from happening. I don't know what to do.,Sad
"Somehow, My heart aches deeply and I don't know how to stop the pain.",Sad
No one told me but I confronted she about this because enough is enough. Just needed to share this.,Anger
I always knew that I stared at old photos of they and just wept. I'll figure it out.,Sad
I'm beaming with pride over what I accomplished with the competition.,Happy
I'm not feeling angry.,Normal
I curled up and cried for hours last night.,Sad
I need to vent — I am absolutely seething at what my boss just did. I'll figure it out.,Anger
"Looking back, I made some coffee and started going through my emails.",Normal
I am steady today.,Normal
"Right now, I prepared a simple meal and watched some television.",Normal
"To be honest, Today marks the happiest day of my life because of the project. Just needed to share this.",Happy
How can anyone be this inconsiderate?,Anger
I matched the energy I wanted and I'm proud.,Happy
"Looking back, The day ended without any major issues or surprises. I'm still processing everything.",Normal
"Thinking about it now, How dare my colleague treat me this way, I'm beyond angry. Life goes on, I suppose.",Anger
I am excited.,Happy
"Honestly, The sheer nerve of my father to do that after everything I've done.",Anger
No one told me but My heart is full of joy after what happened with the outcome. I don't know what to do.,Happy
I am excited.,Happy
"I have to say, I wish I could turn back time and prevent the process from happening.",Sad
Today reminded me how much beauty there is in everyday moments.,Happy
"Right now, I cried myself to sleep again last night because of the presentation. I needed to get that off my chest.",Sad
"I have to say, I'm so mad I haven't been able to sleep thinking about the outcome.",Anger
I feel balanced.,Normal
"Thinking about it now, The injustice of this school makes me want to scream.",Anger
Why do I feel so great?,Happy
I can't stand how my mother always acts so disgraceful. I don't know what to do.,Anger
"At this point, I went for a walk in the evening to clear my head a bit. I needed to get that off my chest.",Normal
"Thinking about it now, I prepared a simple meal and watched some television.",Normal
"Thinking about it now, Everything is falling into place and I couldn't be more grateful.",Happy
I updated my schedule and moved a few tasks around.,Normal
"To be honest, I feel so lucky to experience this kind of happiness right now. Just needed to share this.",Happy
No one told me but I'm done tolerating this kind of behavior from my roommate. I needed to get that off my chest.,Anger
I am not letting this go.,Anger
I am fantastically happy.,Happy
Balanced.,Normal
I feel light.,Happy
"To be honest, I feel like a part of me died when the results happened.",Sad
"Honestly, Things at the process have been going pretty smoothly lately. Life goes on, I suppose.",Normal
"I have to say, Life feels so beautiful and full of possibilities right now. I needed to get that off my chest.",Happy
The sheer nerve of my father to do that after everything I've done. It's just too much.,Anger
The project at the process is moving along at a steady pace.,Normal
"I feel so alive and energized, everything feels right in the world. Just needed to share this.",Happy
I am elated.,Happy
"Honestly, I keep grinning to myself thinking about how well the deadline went. Just needed to share this.",Happy
my teacher is no longer here and I miss them so much.,Sad
"At this point, I just sat in the dark, too sad to move or do anything. I'm still processing everything.",Sad
I am just being.,Normal
"At this point, The way my mentor handled the trip was completely unacceptable.",Anger
"Honestly, I shared the good news with he and we celebrated together. I'll figure it out.",Happy
"I need to vent — That meeting was a complete waste of time, I'm so irritated.",Anger
"Looking back, My patience has completely run out with this the interview. It's just too much.",Anger
No one told me but I'm so angry I can barely think straight right now.,Anger
Rage is all I feel.,Anger
"To be honest, I've been grieving this loss for weeks and it hasn't gotten easier. Just needed to share this.",Sad
I can't stand how my brother always acts so unfair. I needed to get that off my chest.,Anger
"At this point, I cried myself to sleep again last night because of the proposal. I'll figure it out.",Sad
I always knew that This the event has pushed me past my breaking point. And that's just how it is.,Anger
"At this point, My eyes are swollen from all the crying I've done this week. I'll figure it out.",Sad
"Right now, I laughed until my stomach hurt with he today. I'm still processing everything.",Happy
I took the usual route to the event this morning. It's just too much.,Normal
"I'm so happy I feel like I could burst, this is incredible! I don't know what to do.",Happy
I feel unremarkable.,Normal
I'm salty about what happened.,Anger
I am not okay.,Sad
"Somehow, The injustice of this the game makes me want to scream. And that's just how it is.",Anger
"I have to say, my partner told me they love me and I felt like I was floating.",Happy
I'm lowkey over the moon.,Happy
Beaming.,Happy
"Nothing out of the ordinary happened today, just regular tasks. It is what it is.",Normal
"No one told me but I've been crying all day thinking about the process. Life goes on, I suppose.",Sad
I am loving life.,Happy
I finished my work for the day and had some dinner.,Normal
"Right now, I made some coffee and started going through my emails. It's just too much.",Normal
I am not very happy.,Normal
"I have to say, I feel like a part of me died when the situation happened. I don't know what to do.",Sad
I am mad right now.,Anger
I feel light.,Happy
I got the the proposal I've been working towards and I'm ecstatic! I'm still processing everything.,Happy
I feel furious.,Anger
"Somehow, I spent the afternoon organizing some files on my computer. I'll figure it out.",Normal
"I replied to some messages and scheduled a few meetings. Life goes on, I suppose.",Normal
I wish I could turn back time and prevent the presentation from happening.,Sad
I clapped my hands together in delight.,Happy
I feel nothing special.,Normal
I am not feeling well.,Sad
I dragged myself through the day.,Sad
I am overwhelmingly happy.,Happy
"To be honest, I miss the way things used to be before all of this happened. I needed to get that off my chest.",Sad
"I can't forgive the doctor for what they did to the presentation. Life goes on, I suppose.",Anger
I feel completely normal.,Normal
I went for a walk in the evening to clear my head a bit. Just needed to share this.,Normal
"Right now, I'm absolutely thrilled about the deadline, it's the best news ever! It's just too much.",Happy
I am thoroughly fine.,Normal
I just realized I want to bottle this feeling and keep it with me forever. And that's just how it is.,Happy
No one told me but I laughed until my stomach hurt with the doctor today. It is what it is.,Happy
I always knew that my mother surprised me today and I couldn't stop smiling all day.,Happy
my boss is no longer here and I miss them so much.,Sad
I'm not stressed at all right now.,Happy
I need to vent — I updated my schedule and moved a few tasks around. Just needed to share this.,Normal
"Honestly, my mentor never listens and it drives me absolutely insane.",Anger
Nothing to report.,Normal
"Somehow, The day was uneventful but productive enough overall. I don't know what to do.",Normal
"To be honest, Seeing she's belongings just makes the sadness worse. I'll figure it out.",Sad
I need to vent — I went to the store today to pick up a few things we needed.,Normal
"Looking back, My eyes are swollen from all the crying I've done this week. I needed to get that off my chest.",Sad
Irritated.,Anger
I need to vent — I hugged my brother tight and felt so much love and warmth. I'm still processing everything.,Happy
"Looking back, I shared the good news with my sister and we celebrated together.",Happy
they never listens and it drives me absolutely insane. It's just too much.,Anger
I feel neutral.,Normal
I always knew that Why does they always find a way to ruin everything?,Anger
"Thinking about it now, Everything is falling into place and I couldn't be more grateful. Life goes on, I suppose.",Happy
"Looking back, Everything reminds me of they and the pain comes flooding back. It is what it is.",Sad
I feel light.,Happy
"Honestly, The world feels grey and meaningless since the project. I'm still processing everything.",Sad
No one told me but I'm so mad I haven't been able to sleep thinking about the event. Just needed to share this.,Anger
"Honestly, Why does my teammate always find a way to ruin everything? And that's just how it is.",Anger
I am genuinely okay.,Normal
I need to vent — my supervisor called me this afternoon and we talked for a while.,Normal
I am not doing well.,Sad
My heart is full of joy after what happened with the deadline. And that's just how it is.,Happy
I feel empty.,Sad
"To be honest, I can't stand how my colleague always acts so horrible. I'll figure it out.",Anger
I always knew that I read a book for a bit before going to bed last night.,Normal
"Thinking about it now, I can't forgive my partner for what they did to the results. It is what it is.",Anger
My book got published today and I can't believe it's real.,Happy
No one told me but I've been grieving this loss for weeks and it hasn't gotten easier.,Sad
I'm done tolerating this kind of behavior from my colleague. I'll figure it out.,Anger
"Honestly, This the interview has pushed me past my breaking point. I needed to get that off my chest.",Anger
"I feel content and at peace with where my life is right now. Life goes on, I suppose.",Happy
"Looking back, my mentor made me laugh so hard today, I love spending time together. It is what it is.",Happy
Everything at work was routine and I came home feeling neither energized nor drained.,Normal
No one told me but my sister sent a routine update and I acknowledged it. It is what it is.,Normal
"I have to say, The way they handled the outcome was completely unacceptable. I'll figure it out.",Anger
"At this point, Thinking about the interview fills me with an indescribable sadness.",Sad
"I just realized I feel so alive and energized, everything feels right in the world. It's just too much.",Happy
"Looking back, I'm not overreacting, my teacher genuinely behaved irresponsible. I needed to get that off my chest.",Anger
I need to vent — I made a list of things I need to get done this week.,Normal
"Looking back, The day was uneventful but productive enough overall. I'll figure it out.",Normal
"Right now, I wish I could turn back time and prevent the meeting from happening.",Sad
my roommate surprised me today and I couldn't stop smiling all day. It's just too much.,Happy
"Somehow, My heart aches deeply and I don't know how to stop the pain. I'll figure it out.",Sad
"At this point, my boss was my whole world and now I don't know who I am. It's just too much.",Sad
"Right now, I shared the good news with my supervisor and we celebrated together. I don't know what to do.",Happy
I am full of joy.,Happy
"Right now, I yelled because I couldn't contain my frustration anymore. Life goes on, I suppose.",Anger
"Thinking about it now, My anger is completely justified given what my neighbor did. It's just too much.",Anger
I need to vent — I updated my schedule and moved a few tasks around.,Normal
"I have to say, That was the most thoughtless thing my brother could have ever done.",Anger
I always knew that Waking up this morning I felt pure joy for the first time in ages.,Happy
"Honestly, I'm so angry I can barely think straight right now. I'll figure it out.",Anger
"To be honest, The weather was pretty average today, not too hot or cold.",Normal
"I always knew that Getting the office was a dream come true, I'm overjoyed. And that's just how it is.",Happy
I always knew that I grabbed lunch and worked through some pending items. I needed to get that off my chest.,Normal
I just realized I'm beaming with pride over what I accomplished with the situation. I needed to get that off my chest.,Happy
"I have to say, I can't stop the tears whenever I think about the meeting. I'm still processing everything.",Sad
I am not broken.,Normal
"Right now, The unexpected kindness from they made my entire week. And that's just how it is.",Happy
Why can't they see how much this angers me?,Anger
I am overwhelmingly angry.,Anger
I need to vent — I reminded my brother about the appointment scheduled for Friday.,Normal
"No one told me but I want to bottle this feeling and keep it with me forever. Life goes on, I suppose.",Happy
"At this point, The project at the results is moving along at a steady pace. Life goes on, I suppose.",Normal
I just realized My heart is full of joy after what happened with the results. I'm still processing everything.,Happy
Life is beautiful.,Happy
i feel so light and free today,Happy
"Honestly, Every single day it's the same irresponsible behavior from my brother.",Anger
"I have to say, I reminded she about the appointment scheduled for Friday. And that's just how it is.",Normal
"Honestly, I talked briefly with she about the upcoming plans. It is what it is.",Normal
I'm not feeling happy.,Sad
I couldn't sit still I was so excited.,Happy
Why can't I stop smiling?,Happy
"To be honest, Some days the sadness is so heavy it's hard to breathe. It's just too much.",Sad
"Right now, I can't forgive my roommate for what they did to the decision. It is what it is.",Anger
No one told me but That was the most irresponsible thing my colleague could have ever done. Just needed to share this.,Anger
I need to vent — I've been grieving this loss for weeks and it hasn't gotten easier.,Sad
I need to vent — I stared at old photos of my supervisor and just wept.,Sad
I just realized The day ended without any major issues or surprises.,Normal
I am full of rage.,Anger
I am delighted.,Happy
No one told me but Some days the sadness is so heavy it's hard to breathe. It's just too much.,Sad
I always knew that I'm so angry I can barely think straight right now. I'll figure it out.,Anger
I am feeling like myself.,Normal
Why does he always find a way to ruin everything? It is what it is.,Anger
I am broken inside.,Sad
"To be honest, I made some coffee and started going through my emails. It is what it is.",Normal
"I have to say, I'm so frustrated with the event, it makes my blood boil. I'll figure it out.",Anger
"Somehow, That was the most irresponsible thing he could have ever done. I'm still processing everything.",Anger
"Thinking about it now, I keep grinning to myself thinking about how well the competition went. I'm still processing everything.",Happy
"Somehow, I cried myself to sleep again last night because of the deadline. Life goes on, I suppose.",Sad
I checked in with my coworker and everything seems to be in order. It's just too much.,Normal
"At this point, I went to the store today to pick up a few things we needed. I needed to get that off my chest.",Normal
I am alright.,Normal
"To be honest, my boss called me this afternoon and we talked for a while. Life goes on, I suppose.",Normal
"Right now, I reminded my roommate about the appointment scheduled for Friday. Just needed to share this.",Normal
I am extremely angry.,Anger
I need to vent — Some days the sadness is so heavy it's hard to breathe. I'm still processing everything.,Sad
i got the best news and im glowing,Happy
"Looking back, I'm so frustrated with school, it makes my blood boil. Just needed to share this.",Anger
I always knew that my father sent a routine update and I acknowledged it. I'm still processing everything.,Normal
"Thinking about it now, my father left without saying goodbye and it broke me. Just needed to share this.",Sad
"I am angry, not sad.",Anger
"I always knew that I'm absolutely thrilled about the interview, it's the best news ever! I'm still processing everything.",Happy
"I always knew that I'm so happy I feel like I could burst, this is incredible! And that's just how it is.",Happy
I feel worthless.,Sad
Same as usual.,Normal
"At this point, The joy I feel from the proposal is something I'll never forget. I'm still processing everything.",Happy
I'm not feeling happy.,Sad
"Thinking about it now, I took the usual route to the situation this morning. I needed to get that off my chest.",Normal
I am extremely angry.,Anger
"Looking back, The world feels grey and meaningless since the conference. Life goes on, I suppose.",Sad
"Thinking about it now, I feel hopeless and don't know how things will ever get better. It is what it is.",Sad
"Looking back, We had a standard team meeting to go over the week's tasks. Life goes on, I suppose.",Normal
"I have to say, How dare my teacher treat me this way, I'm beyond angry. I needed to get that off my chest.",Anger
I've been crying all day thinking about the trip. It's just too much.,Sad
I am upset and angry.,Anger
"To be honest, I updated my schedule and moved a few tasks around.",Normal
I am not feeling well.,Sad
Nothing feels the same since the results occurred. I needed to get that off my chest.,Sad
No one told me but This whole the situation is a disaster and I'm absolutely fuming.,Anger
I always knew that My anger is completely justified given what my boss did. I'm still processing everything.,Anger
I am very happy.,Happy
"Honestly, I checked in with my partner and everything seems to be in order. I'm still processing everything.",Normal
"At this point, I feel so empty and hollow inside after what happened.",Sad
I just realized I feel so empty and hollow inside after what happened. And that's just how it is.,Sad
"They had no right to speak to me like that in front of everyone, I am still shaking with rage.",Anger
I need to vent — I updated my schedule and moved a few tasks around. I needed to get that off my chest.,Normal
"I have to say, I finished my work for the day and had some dinner. I don't know what to do.",Normal
I feel fantastic.,Happy
"I have to say, I want to bottle this feeling and keep it with me forever. I'm still processing everything.",Happy
"Right now, Waking up this morning I felt pure joy for the first time in ages. Just needed to share this.",Happy
I am consistently normal.,Normal
I went for a walk in the evening to clear my head a bit. It's just too much.,Normal
"Looking back, The commute was about the same as usual today.",Normal
Every single day it's the same thoughtless behavior from my partner. I'll figure it out.,Anger
No one told me but Everything is falling into place and I couldn't be more grateful.,Happy
"Thinking about it now, I'm not overreacting, my colleague genuinely behaved absurd. It is what it is.",Anger
"I have to say, Every single day it's the same disrespectful behavior from my boss. I don't know what to do.",Anger
I've been grieving things that haven't even fully ended yet.,Sad
"Looking back, Things at the interview have been going pretty smoothly lately. Life goes on, I suppose.",Normal
"Somehow, Nothing feels the same since the proposal occurred.",Sad
So happy right now.,Happy
"That meeting was a complete waste of time, I'm so irritated. Life goes on, I suppose.",Anger
"To be honest, Why does my sister always find a way to ruin everything? Just needed to share this.",Anger
"I need to vent — Getting the exam was a dream come true, I'm overjoyed.",Happy
I am so happy!,Happy
I am very sad.,Sad
"Thinking about it now, The afternoon was quiet and I got some reading done. And that's just how it is.",Normal
"I'm so frustrated with the results, it makes my blood boil. I'll figure it out.",Anger
I am deeply furious.,Anger
No one told me but I don't feel like eating or talking to anyone right now. I'll figure it out.,Sad
I need to vent — I finished my work for the day and had some dinner.,Normal
"To be honest, Losing my father has left a hole in my heart that won't heal. It's just too much.",Sad
"Looking back, I read a book for a bit before going to bed last night. I needed to get that off my chest.",Normal
"I have to say, The injustice of this the office makes me want to scream. It is what it is.",Anger
"I have to say, That was the most thoughtless thing my teacher could have ever done. And that's just how it is.",Anger
"Looking back, Why does my mentor always find a way to ruin everything? Just needed to share this.",Anger
"my mentor surprised me today and I couldn't stop smiling all day. Life goes on, I suppose.",Happy
"Somehow, I shared the good news with my coworker and we celebrated together. Just needed to share this.",Happy
"I told myself to look for joy in small things today, and I found it everywhere — I'm so happy.",Happy
"Somehow, Nothing out of the ordinary happened today, just regular tasks. Life goes on, I suppose.",Normal
"Looking back, I'm so angry I can barely think straight right now. I'll figure it out.",Anger
"At this point, I got the the competition I've been working towards and I'm ecstatic!",Happy
"Thinking about it now, I spent the afternoon organizing some files on my computer. I needed to get that off my chest.",Normal
Why does everything feel hopeless?,Sad
"To be honest, I slammed the door so hard when my roommate said that ridiculous thing.",Anger
"Right now, Life feels so beautiful and full of possibilities right now. I'm still processing everything.",Happy
I read a book for a bit before going to bed last night. I'll figure it out.,Normal
No one told me but This whole the outcome is a disaster and I'm absolutely fuming. It is what it is.,Anger
"I have to say, I keep reaching for my phone to call my roommate and then remember. Just needed to share this.",Sad
I just realized We had a standard team meeting to go over the week's tasks.,Normal
I just realized Seeing they's belongings just makes the sadness worse. And that's just how it is.,Sad
I am absolutely livid.,Anger
"How dare my colleague treat me this way, I'm beyond angry. Just needed to share this.",Anger
I am in pain.,Sad
I am delighted.,Happy
I feel so low.,Sad
I am not alright.,Sad
Not okay. I'm mad.,Anger
I need to vent — I can't stand how my colleague always acts so thoughtless. I needed to get that off my chest.,Anger
"To be honest, The smile on my face hasn't faded since the competition happened.",Happy
I need to vent — I don't feel like eating or talking to anyone right now. I don't know what to do.,Sad
I can barely smile.,Sad
I'm furious!,Anger
"Honestly, my mother left without saying goodbye and it broke me. I don't know what to do.",Sad
"Honestly, Every time I think about what happened, I get even more angry. It is what it is.",Anger
I am profoundly sad.,Sad
I am gloomy.,Sad
"At this point, the doctor called me this afternoon and we talked for a while. It is what it is.",Normal
I feel lost.,Sad
"Right now, Things at the game have been going pretty smoothly lately. It is what it is.",Normal
"Right now, Today marks the happiest day of my life because of the competition. And that's just how it is.",Happy
I need to vent — The world feels grey and meaningless since the outcome. I'm still processing everything.,Sad
I always knew that I feel like a part of me died when the trip happened. I needed to get that off my chest.,Sad
I feel no happiness.,Sad
"Honestly, The unexpected kindness from my father made my entire week. Just needed to share this.",Happy
I always knew that my father is no longer here and I miss them so much.,Sad
"Right now, I'm done tolerating this kind of behavior from my mother. Just needed to share this.",Anger
"To be honest, I grabbed lunch and worked through some pending items. And that's just how it is.",Normal
I need to vent — I want to bottle this feeling and keep it with me forever. I needed to get that off my chest.,Happy
I need to vent — We had a standard team meeting to go over the week's tasks. I'm still processing everything.,Normal
"Honestly, Every little thing today felt magical and full of possibility. And that's just how it is.",Happy
I am not at all happy.,Sad
I feel numb.,Sad
"Looking back, they mentioned they might drop by later this week. It's just too much.",Normal
I am as usual.,Normal
"I have to say, I finished my work for the day and had some dinner. I needed to get that off my chest.",Normal
I hugged my supervisor tight and felt so much love and warmth. It is what it is.,Happy
"I have to say, I just sat in the dark, too sad to move or do anything. It's just too much.",Sad
"Thinking about it now, Things at the project have been going pretty smoothly lately. I needed to get that off my chest.",Normal
"At this point, I keep grinning to myself thinking about how well the decision went. I needed to get that off my chest.",Happy
Seeing my father's belongings just makes the sadness worse. It's just too much.,Sad
"Honestly, I feel hopeless and don't know how things will ever get better. I don't know what to do.",Sad
"At this point, I replied to some messages and scheduled a few meetings. It is what it is.",Normal
I just realized I can't stop the tears whenever I think about the conference. I'm still processing everything.,Sad
"Right now, The weather was pretty average today, not too hot or cold.",Normal
"Honestly, The injustice of this the outcome makes me want to scream.",Anger
I always knew that My anger is completely justified given what my brother did. Just needed to share this.,Anger
"Honestly, Why does my partner always find a way to ruin everything? I'm still processing everything.",Anger
"Right now, I read a book for a bit before going to bed last night. I needed to get that off my chest.",Normal
"I have to say, Life feels so beautiful and full of possibilities right now.",Happy
I just realized This whole the trip is a disaster and I'm absolutely fuming.,Anger
"Looking back, Life feels so beautiful and full of possibilities right now. I'll figure it out.",Happy
"I have to say, My eyes are swollen from all the crying I've done this week. It is what it is.",Sad
I feel empty.,Sad
"Right now, The afternoon was quiet and I got some reading done. It is what it is.",Normal
I am alright.,Normal
"Somehow, I'm not overreacting, my boss genuinely behaved maddening. Just needed to share this.",Anger
"I always knew that my brother really crossed the line this time, I'm livid. I'll figure it out.",Anger
"My neighbour has been playing loud music all night, I'm done.",Anger
"Honestly, I talked briefly with my teacher about the upcoming plans. It's just too much.",Normal
I feel annoyed.,Anger
I always knew that I threw the papers across the room when I heard the news. I'll figure it out.,Anger
"No one told me but That meeting was a complete waste of time, I'm so irritated. It's just too much.",Anger
I am just being.,Normal
I slammed the door so hard when my teammate said that ridiculous thing. And that's just how it is.,Anger
